,age,body_type,drinks,drugs,height,sex,smokes,diet_anything,diet_halal,diet_kosher,diet_other,diet_vegan,diet_vegetarian
28688,41,2,1,0,66.0,0,0,True,False,False,False,False,False
28689,22,2,2,1,70.0,1,0,True,False,False,False,False,False
28690,26,1,1,1,77.0,1,0,True,False,False,False,False,False
28691,39,0,1,2,70.0,1,0,False,False,False,True,False,False
28692,41,0,1,0,65.0,1,0,False,False,False,False,False,True
28693,33,0,1,1,71.0,1,0,True,False,False,False,False,False
28694,39,2,1,0,71.0,1,0,True,False,False,False,False,False
28695,41,0,1,0,68.0,1,0,True,False,False,False,False,False
28696,40,0,1,0,72.0,1,0,True,False,False,False,False,False
28697,32,0,1,0,70.0,1,0,True,False,False,False,False,False
28698,25,1,1,0,72.0,1,0,True,False,False,False,False,False
28699,27,1,1,0,65.0,0,0,True,False,False,False,False,False
28700,69,0,1,0,68.0,1,0,True,False,False,False,False,False
28701,35,0,1,0,68.0,1,0,True,False,False,False,False,False
28702,27,1,2,0,66.0,1,0,True,False,False,False,False,False
28703,33,0,1,0,70.0,1,0,True,False,False,False,False,False
28704,24,1,1,1,71.0,1,0,True,False,False,False,False,False
28705,28,1,1,0,69.0,1,0,True,False,False,False,False,False
28706,27,1,1,0,67.0,1,0,False,False,False,False,False,True
28707,22,1,1,0,67.0,1,1,True,False,False,False,False,False
28708,40,2,1,0,62.0,0,0,True,False,False,False,False,False
28709,33,2,1,0,61.0,0,1,True,False,False,False,False,False
28710,48,0,1,0,68.0,1,0,False,False,False,False,False,True
28711,36,1,1,0,68.0,1,1,True,False,False,False,False,False
28712,26,1,1,0,70.0,1,0,True,False,False,False,False,False
28713,53,1,1,0,68.0,1,0,True,False,False,False,False,False
28714,27,2,1,1,67.0,0,0,True,False,False,False,False,False
28715,39,0,1,0,69.0,1,0,True,False,False,False,False,False
28716,35,0,1,0,70.0,1,0,True,False,False,False,False,False
28717,51,0,1,0,72.0,1,0,True,False,False,False,False,False
28718,39,1,1,0,64.0,0,0,True,False,False,False,False,False
28719,24,1,1,0,72.0,1,0,True,False,False,False,False,False
28720,33,0,1,0,67.0,1,1,False,False,False,False,False,True
28721,34,2,1,0,66.0,0,1,True,False,False,False,False,False
28722,35,0,1,0,68.0,0,0,True,False,False,False,False,False
28723,24,0,1,1,69.0,1,0,True,False,False,False,False,False
28724,26,1,1,0,73.0,1,0,False,False,False,False,False,True
28725,43,0,1,0,73.0,1,0,True,False,False,False,False,False
28726,47,0,1,0,68.0,1,0,True,False,False,False,False,False
28727,38,0,1,0,69.0,1,0,True,False,False,False,False,False
28728,41,0,1,0,72.0,1,0,True,False,False,False,False,False
28729,45,2,0,0,60.0,0,0,True,False,False,False,False,False
28730,45,2,1,0,71.0,1,0,True,False,False,False,False,False
28731,57,0,1,0,73.0,1,0,True,False,False,False,False,False
28732,24,1,1,0,72.0,1,0,True,False,False,False,False,False
28733,27,1,1,1,66.0,1,0,True,False,False,False,False,False
28734,27,1,0,0,68.0,1,0,True,False,False,False,False,False
28735,23,1,1,0,68.0,0,0,True,False,False,False,False,False
28736,47,1,1,0,64.0,0,0,True,False,False,False,False,False
28737,46,0,1,0,67.0,0,0,True,False,False,False,False,False
28738,44,0,1,0,70.0,1,0,True,False,False,False,False,False
28739,31,0,1,0,69.0,1,0,True,False,False,False,False,False
28740,23,1,1,0,61.0,0,0,True,False,False,False,False,False
28741,34,0,1,0,67.0,1,0,True,False,False,False,False,False
28742,36,1,1,0,78.0,1,0,True,False,False,False,False,False
28743,23,1,1,0,64.0,0,0,False,False,False,False,True,False
28744,42,0,1,1,72.0,1,0,True,False,False,False,False,False
28745,26,0,1,0,70.0,1,1,True,False,False,False,False,False
28746,26,1,1,0,73.0,1,0,True,False,False,False,False,False
28747,26,0,1,0,68.0,1,0,True,False,False,False,False,False
28748,33,0,1,1,71.0,1,1,True,False,False,False,False,False
28749,27,0,2,0,69.0,1,0,True,False,False,False,False,False
28750,36,0,1,0,71.0,0,0,True,False,False,False,False,False
28751,44,0,1,1,70.0,1,0,True,False,False,False,False,False
28752,42,0,0,0,65.0,1,0,True,False,False,False,False,False
28753,37,0,1,1,71.0,1,0,False,False,False,False,False,True
28754,33,2,1,1,67.0,0,0,True,False,False,False,False,False
28755,33,2,1,0,64.0,0,0,True,False,False,False,False,False
28756,43,2,1,0,60.0,0,0,True,False,False,False,False,False
28757,22,1,1,0,66.0,1,0,True,False,False,False,False,False
28758,29,0,1,0,69.0,1,0,False,False,False,False,False,True
28759,34,0,1,0,74.0,1,0,False,False,False,False,True,False
28760,32,1,1,0,73.0,1,0,True,False,False,False,False,False
28761,29,1,1,0,67.0,0,0,False,False,False,False,False,True
28762,24,1,1,2,73.0,1,0,True,False,False,False,False,False
28763,61,0,1,0,70.0,1,0,True,False,False,False,False,False
28764,20,2,1,1,66.0,0,1,True,False,False,False,False,False
28765,41,0,1,0,68.0,1,0,True,False,False,False,False,False
28766,25,1,1,0,67.0,1,0,True,False,False,False,False,False
28767,29,1,1,0,67.0,1,0,True,False,False,False,False,False
28768,21,1,1,0,61.0,0,0,True,False,False,False,False,False
28769,31,1,1,0,66.0,0,0,True,False,False,False,False,False
28770,60,0,1,0,70.0,1,0,True,False,False,False,False,False
28771,25,0,1,0,69.0,1,0,True,False,False,False,False,False
28772,32,0,1,0,71.0,1,0,True,False,False,False,False,False
28773,29,1,2,0,72.0,1,1,True,False,False,False,False,False
28774,27,0,1,0,68.0,1,0,True,False,False,False,False,False
28775,58,1,1,0,71.0,1,0,True,False,False,False,False,False
28776,36,0,1,0,70.0,1,0,True,False,False,False,False,False
28777,28,1,1,0,68.0,0,0,True,False,False,False,False,False
28778,32,1,1,0,69.0,1,0,True,False,False,False,False,False
28779,34,1,1,0,74.0,1,0,True,False,False,False,False,False
28780,28,2,1,0,70.0,0,0,False,False,False,True,False,False
28781,49,1,1,0,68.0,1,0,True,False,False,False,False,False
28782,23,0,1,0,60.0,0,0,True,False,False,False,False,False
28783,35,0,1,0,66.0,0,0,False,False,False,False,False,True
28784,46,0,1,0,71.0,1,0,True,False,False,False,False,False
28785,19,0,1,0,69.0,1,0,True,False,False,False,False,False
28786,25,1,1,1,66.0,0,0,False,False,False,False,False,True
28787,32,1,1,0,70.0,0,0,True,False,False,False,False,False
28788,35,2,1,0,75.0,1,1,True,False,False,False,False,False
28789,30,0,1,0,67.0,1,0,False,False,False,False,False,True
28790,33,1,1,0,74.0,1,0,True,False,False,False,False,False
28791,32,2,1,0,64.0,0,0,True,False,False,False,False,False
28792,37,2,1,0,67.0,1,0,True,False,False,False,False,False
28793,44,2,1,1,72.0,1,1,True,False,False,False,False,False
28794,61,1,1,0,67.0,0,0,True,False,False,False,False,False
28795,58,0,1,0,71.0,1,0,True,False,False,False,False,False
28796,31,1,1,0,71.0,1,0,True,False,False,False,False,False
28797,33,0,2,0,67.0,1,1,True,False,False,False,False,False
28798,23,1,1,0,62.0,0,1,True,False,False,False,False,False
28799,41,0,1,0,69.0,0,0,True,False,False,False,False,False
28800,31,1,2,0,68.0,1,0,True,False,False,False,False,False
28801,25,0,1,1,72.0,1,0,True,False,False,False,False,False
28802,43,1,1,1,59.0,0,1,True,False,False,False,False,False
28803,60,2,1,0,63.0,0,0,True,False,False,False,False,False
28804,35,0,1,0,72.0,1,0,True,False,False,False,False,False
28805,47,1,1,0,70.0,1,0,True,False,False,False,False,False
28806,26,1,1,0,70.0,1,0,True,False,False,False,False,False
28807,52,0,1,1,72.0,1,0,True,False,False,False,False,False
28808,24,0,1,1,71.0,1,0,True,False,False,False,False,False
28809,39,0,1,1,72.0,0,0,False,False,False,False,False,True
28810,33,0,1,0,72.0,1,0,True,False,False,False,False,False
28811,38,1,1,0,64.0,0,0,True,False,False,False,False,False
28812,29,0,1,0,71.0,1,0,True,False,False,False,False,False
28813,35,0,1,0,71.0,1,0,True,False,False,False,False,False
28814,41,0,0,0,64.0,0,0,True,False,False,False,False,False
28815,27,1,1,0,70.0,1,0,True,False,False,False,False,False
28816,30,0,1,1,73.0,1,0,False,False,False,False,False,True
28817,44,1,1,0,66.0,0,0,True,False,False,False,False,False
28818,36,1,0,0,69.0,0,1,True,False,False,False,False,False
28819,39,0,1,0,72.0,1,0,True,False,False,False,False,False
28820,22,2,1,1,62.0,0,0,False,False,False,False,False,True
28821,43,0,1,0,70.0,1,0,True,False,False,False,False,False
28822,27,0,1,1,63.0,0,0,True,False,False,False,False,False
28823,48,0,1,0,68.0,0,0,True,False,False,False,False,False
28824,32,2,1,0,67.0,0,0,True,False,False,False,False,False
28825,28,0,1,0,63.0,0,1,True,False,False,False,False,False
28826,29,0,0,0,66.0,1,0,True,False,False,False,False,False
28827,30,2,1,0,67.0,0,0,True,False,False,False,False,False
28828,31,1,1,0,67.0,1,0,True,False,False,False,False,False
28829,39,1,1,0,60.0,0,0,True,False,False,False,False,False
28830,40,1,1,0,65.0,0,0,True,False,False,False,False,False
28831,25,0,1,0,69.0,0,0,True,False,False,False,False,False
28832,27,2,1,1,62.0,0,1,True,False,False,False,False,False
28833,39,0,1,0,65.0,0,0,True,False,False,False,False,False
28834,36,1,2,1,65.0,1,0,True,False,False,False,False,False
28835,63,2,1,0,71.0,1,0,True,False,False,False,False,False
28836,50,1,1,0,61.0,0,0,True,False,False,False,False,False
28837,45,0,1,0,72.0,1,0,True,False,False,False,False,False
28838,24,0,1,0,67.0,1,0,True,False,False,False,False,False
28839,41,2,1,0,64.0,0,0,True,False,False,False,False,False
28840,22,0,2,0,68.0,0,1,True,False,False,False,False,False
28841,32,1,1,0,62.0,0,0,True,False,False,False,False,False
28842,46,0,1,0,67.0,0,0,True,False,False,False,False,False
28843,25,1,1,0,67.0,1,1,True,False,False,False,False,False
28844,24,0,1,0,67.0,0,0,True,False,False,False,False,False
28845,43,0,1,0,64.0,0,0,True,False,False,False,False,False
28846,23,0,1,1,74.0,1,0,True,False,False,False,False,False
28847,26,0,1,0,70.0,1,0,True,False,False,False,False,False
28848,36,0,1,0,72.0,1,0,True,False,False,False,False,False
28849,36,0,1,0,69.0,0,0,True,False,False,False,False,False
28850,30,1,1,0,68.0,1,0,False,False,False,True,False,False
28851,46,0,1,0,76.0,1,0,True,False,False,False,False,False
28852,38,2,1,0,65.0,0,0,True,False,False,False,False,False
28853,32,0,1,1,74.0,1,0,True,False,False,False,False,False
28854,24,0,1,0,66.0,0,0,True,False,False,False,False,False
28855,62,0,1,0,66.0,0,0,True,False,False,False,False,False
28856,30,0,1,0,69.0,0,0,True,False,False,False,False,False
28857,25,1,1,0,67.0,0,1,True,False,False,False,False,False
28858,24,0,1,0,71.0,1,0,True,False,False,False,False,False
28859,26,2,2,0,67.0,0,1,True,False,False,False,False,False
28860,27,0,2,1,66.0,0,1,True,False,False,False,False,False
28861,46,0,1,0,69.0,1,0,True,False,False,False,False,False
28862,23,0,1,1,70.0,1,0,False,False,False,False,False,True
28863,30,1,2,1,72.0,1,1,True,False,False,False,False,False
28864,57,1,1,0,65.0,0,0,True,False,False,False,False,False
28865,44,2,1,0,62.0,0,0,True,False,False,False,False,False
28866,32,2,1,0,70.0,0,0,False,False,False,False,False,True
28867,24,0,1,0,67.0,1,0,False,False,False,True,False,False
28868,31,2,1,0,66.0,0,0,True,False,False,False,False,False
28869,27,2,1,2,66.0,1,0,True,False,False,False,False,False
28870,22,1,2,0,71.0,1,0,True,False,False,False,False,False
28871,26,2,1,0,62.0,0,0,False,False,False,False,False,True
28872,31,1,0,0,64.0,1,0,True,False,False,False,False,False
28873,62,1,0,0,62.0,1,0,True,False,False,False,False,False
28874,27,0,2,0,68.0,1,0,True,False,False,False,False,False
28875,27,1,1,0,67.0,1,1,True,False,False,False,False,False
28876,43,1,1,0,65.0,1,0,True,False,False,False,False,False
28877,32,1,1,0,67.0,1,0,False,False,False,False,False,True
28878,38,0,1,0,72.0,1,0,True,False,False,False,False,False
28879,31,0,1,0,71.0,1,0,True,False,False,False,False,False
28880,32,2,1,0,72.0,1,0,True,False,False,False,False,False
28881,25,2,1,0,60.0,0,0,True,False,False,False,False,False
28882,21,2,1,0,69.0,0,0,True,False,False,False,False,False
28883,36,0,1,0,68.0,1,0,True,False,False,False,False,False
28884,29,1,1,0,67.0,1,0,True,False,False,False,False,False
28885,39,0,1,0,74.0,1,1,True,False,False,False,False,False
28886,32,0,1,1,68.0,1,1,True,False,False,False,False,False
28887,40,0,1,0,68.0,1,0,False,False,False,False,False,True
28888,23,0,1,0,61.0,0,0,True,False,False,False,False,False
28889,48,0,0,0,72.0,1,0,False,False,False,False,False,True
28890,25,1,1,1,64.0,0,0,True,False,False,False,False,False
28891,34,0,1,0,72.0,1,0,True,False,False,False,False,False
28892,25,0,1,0,66.0,0,1,False,False,False,True,False,False
28893,34,1,2,0,68.0,1,0,True,False,False,False,False,False
28894,29,1,1,0,68.0,0,0,True,False,False,False,False,False
28895,22,2,1,1,62.0,0,0,True,False,False,False,False,False
28896,25,0,1,1,65.0,0,0,False,False,False,False,False,True
28897,30,0,1,0,68.0,1,0,True,False,False,False,False,False
28898,20,2,0,0,67.0,0,0,True,False,False,False,False,False
28899,25,2,1,0,67.0,1,0,True,False,False,False,False,False
28900,34,0,1,0,75.0,1,0,True,False,False,False,False,False
28901,31,1,1,0,68.0,0,0,False,False,False,False,False,True
28902,42,0,1,0,62.0,0,0,True,False,False,False,False,False
28903,26,1,1,0,62.0,0,0,True,False,False,False,False,False
28904,27,0,1,0,65.0,0,0,False,False,False,False,True,False
28905,32,0,1,0,62.0,0,1,True,False,False,False,False,False
28906,36,0,1,1,68.0,0,0,True,False,False,False,False,False
28907,28,0,2,0,69.0,0,1,True,False,False,False,False,False
28908,39,2,1,0,69.0,0,0,True,False,False,False,False,False
28909,24,1,1,0,62.0,0,0,True,False,False,False,False,False
28910,55,2,1,0,62.0,0,0,True,False,False,False,False,False
28911,25,0,0,0,67.0,1,0,False,False,False,False,False,True
28912,26,1,1,0,70.0,1,0,True,False,False,False,False,False
28913,39,1,1,0,72.0,1,0,True,False,False,False,False,False
28914,28,0,1,0,71.0,1,0,True,False,False,False,False,False
28915,38,0,2,1,68.0,1,0,True,False,False,False,False,False
28916,33,1,2,0,61.0,0,1,True,False,False,False,False,False
28917,36,0,1,0,68.0,1,0,False,False,False,True,False,False
28918,30,1,1,0,67.0,1,0,True,False,False,False,False,False
28919,32,0,1,0,66.0,1,0,True,False,False,False,False,False
28920,41,1,1,0,66.0,0,0,False,False,False,False,True,False
28921,32,0,1,1,76.0,1,0,True,False,False,False,False,False
28922,39,1,1,0,64.0,0,0,True,False,False,False,False,False
28923,27,0,1,0,71.0,1,0,True,False,False,False,False,False
28924,51,2,1,0,64.0,0,0,True,False,False,False,False,False
28925,40,1,1,0,65.0,0,0,True,False,False,False,False,False
28926,30,0,1,0,67.0,1,0,True,False,False,False,False,False
28927,26,1,1,0,74.0,1,0,True,False,False,False,False,False
28928,29,2,1,0,67.0,0,0,False,False,False,False,False,True
28929,58,2,0,0,65.0,1,0,True,False,False,False,False,False
28930,28,1,1,0,69.0,1,0,True,False,False,False,False,False
28931,29,1,1,1,77.0,1,0,True,False,False,False,False,False
28932,21,1,0,0,72.0,1,0,True,False,False,False,False,False
28933,48,0,1,0,71.0,1,0,False,False,False,False,False,True
28934,65,0,1,1,72.0,1,0,True,False,False,False,False,False
28935,51,1,0,0,66.0,0,0,True,False,False,False,False,False
28936,35,0,1,0,69.0,1,0,True,False,False,False,False,False
28937,37,1,1,0,72.0,1,1,True,False,False,False,False,False
28938,31,1,1,0,69.0,1,0,True,False,False,False,False,False
28939,31,0,1,0,72.0,1,0,True,False,False,False,False,False
28940,27,0,1,1,68.0,1,0,False,False,False,False,False,True
28941,31,1,1,0,66.0,0,0,True,False,False,False,False,False
28942,30,1,2,1,72.0,1,0,True,False,False,False,False,False
28943,36,0,1,0,74.0,1,0,True,False,False,False,False,False
28944,40,1,1,0,69.0,1,0,True,False,False,False,False,False
28945,31,1,2,1,67.0,0,0,True,False,False,False,False,False
28946,21,0,1,0,76.0,1,0,True,False,False,False,False,False
28947,50,1,1,0,67.0,1,0,True,False,False,False,False,False
28948,25,1,1,0,74.0,1,0,True,False,False,False,False,False
28949,29,1,1,0,60.0,0,0,True,False,False,False,False,False
28950,33,1,1,0,66.0,0,0,True,False,False,False,False,False
28951,51,0,1,0,69.0,1,0,False,False,False,False,True,False
28952,33,0,1,1,71.0,1,0,True,False,False,False,False,False
28953,32,0,2,1,67.0,0,0,True,False,False,False,False,False
28954,27,0,2,1,75.0,1,0,True,False,False,False,False,False
28955,35,0,1,0,70.0,1,0,True,False,False,False,False,False
28956,33,1,1,0,72.0,1,0,True,False,False,False,False,False
28957,25,0,1,0,72.0,1,1,True,False,False,False,False,False
28958,29,0,1,0,75.0,1,0,True,False,False,False,False,False
28959,27,2,1,0,69.0,0,0,True,False,False,False,False,False
28960,34,1,1,0,77.0,1,0,True,False,False,False,False,False
28961,24,2,2,1,69.0,0,1,True,False,False,False,False,False
28962,43,0,1,0,72.0,1,1,True,False,False,False,False,False
28963,25,0,1,0,73.0,1,1,True,False,False,False,False,False
28964,28,1,1,0,62.0,0,0,False,False,False,False,False,True
28965,34,0,1,1,66.0,1,0,True,False,False,False,False,False
28966,26,0,2,0,74.0,1,0,True,False,False,False,False,False
28967,28,1,1,0,67.0,1,0,True,False,False,False,False,False
28968,34,0,1,0,69.0,1,0,False,False,False,False,False,True
28969,34,1,1,0,69.0,0,0,True,False,False,False,False,False
28970,26,0,2,1,69.0,1,0,True,False,False,False,False,False
28971,31,1,1,0,71.0,1,0,True,False,False,False,False,False
28972,27,2,1,0,65.0,0,0,True,False,False,False,False,False
28973,30,2,2,1,66.0,1,1,True,False,False,False,False,False
28974,42,0,1,1,72.0,1,0,True,False,False,False,False,False
28975,52,1,1,0,68.0,0,0,True,False,False,False,False,False
28976,29,1,1,0,74.0,1,0,False,False,False,False,True,False
28977,39,0,1,1,72.0,1,0,False,False,False,False,False,True
28978,27,0,1,0,66.0,1,0,True,False,False,False,False,False
28979,20,1,0,0,72.0,1,0,True,False,False,False,False,False
28980,28,1,1,0,70.0,1,1,True,False,False,False,False,False
28981,28,0,1,1,67.0,1,0,True,False,False,False,False,False
28982,27,0,1,0,72.0,1,0,True,False,False,False,False,False
28983,32,0,1,0,68.0,1,0,True,False,False,False,False,False
28984,33,0,1,0,66.0,0,0,True,False,False,False,False,False
28985,32,0,1,0,64.0,0,0,True,False,False,False,False,False
28986,39,0,1,0,70.0,1,0,True,False,False,False,False,False
28987,45,0,1,0,69.0,1,0,True,False,False,False,False,False
28988,32,2,1,0,67.0,0,0,True,False,False,False,False,False
28989,28,1,1,0,69.0,1,0,True,False,False,False,False,False
28990,32,0,1,0,72.0,1,0,True,False,False,False,False,False
28991,34,1,1,0,67.0,1,0,True,False,False,False,False,False
28992,30,1,2,0,72.0,1,0,True,False,False,False,False,False
28993,28,1,1,0,73.0,1,0,True,False,False,False,False,False
28994,46,1,1,0,68.0,1,0,True,False,False,False,False,False
28995,37,0,1,0,75.0,1,0,True,False,False,False,False,False
28996,39,1,1,0,70.0,1,0,True,False,False,False,False,False
28997,21,1,1,0,70.0,1,0,True,False,False,False,False,False
28998,24,1,2,0,69.0,1,0,True,False,False,False,False,False
28999,28,0,1,0,72.0,1,0,True,False,False,False,False,False
29000,23,1,1,0,68.0,1,0,True,False,False,False,False,False
29001,23,0,1,0,71.0,1,0,True,False,False,False,False,False
29002,43,0,1,0,72.0,1,0,True,False,False,False,False,False
29003,28,0,1,0,65.0,0,0,False,False,False,True,False,False
29004,26,0,1,0,71.0,1,0,True,False,False,False,False,False
29005,27,0,1,0,71.0,1,0,True,False,False,False,False,False
29006,30,0,1,0,66.0,0,0,True,False,False,False,False,False
29007,34,0,1,0,68.0,1,0,True,False,False,False,False,False
29008,34,0,1,0,70.0,1,0,True,False,False,False,False,False
29009,25,0,1,0,73.0,1,0,True,False,False,False,False,False
29010,31,1,1,0,70.0,1,0,True,False,False,False,False,False
29011,27,0,1,0,71.0,1,0,True,False,False,False,False,False
29012,23,0,1,1,71.0,1,0,True,False,False,False,False,False
29013,40,1,1,0,72.0,1,0,True,False,False,False,False,False
29014,37,0,1,0,73.0,1,1,True,False,False,False,False,False
29015,41,1,1,0,69.0,1,0,True,False,False,False,False,False
29016,49,0,1,0,68.0,1,0,True,False,False,False,False,False
29017,22,0,1,0,68.0,1,0,True,False,False,False,False,False
29018,57,0,0,0,65.0,1,0,True,False,False,False,False,False
29019,45,1,1,0,72.0,1,0,True,False,False,False,False,False
29020,45,1,1,0,60.0,1,0,True,False,False,False,False,False
29021,31,0,1,0,65.0,0,0,True,False,False,False,False,False
29022,32,1,1,0,68.0,0,0,True,False,False,False,False,False
29023,32,0,1,0,68.0,1,0,True,False,False,False,False,False
29024,33,0,1,0,72.0,1,0,True,False,False,False,False,False
29025,27,0,1,0,70.0,1,0,True,False,False,False,False,False
29026,45,0,2,0,74.0,1,0,True,False,False,False,False,False
29027,65,1,1,0,74.0,1,0,True,False,False,False,False,False
29028,43,1,1,0,65.0,0,0,True,False,False,False,False,False
29029,29,0,1,0,73.0,1,0,True,False,False,False,False,False
29030,27,2,1,1,67.0,0,0,True,False,False,False,False,False
29031,26,1,1,0,69.0,1,0,True,False,False,False,False,False
29032,24,2,1,1,65.0,0,0,True,False,False,False,False,False
29033,26,0,1,0,70.0,1,0,True,False,False,False,False,False
29034,48,0,1,0,72.0,1,0,True,False,False,False,False,False
29035,27,0,2,1,70.0,1,0,True,False,False,False,False,False
29036,51,1,0,0,76.0,1,0,True,False,False,False,False,False
29037,37,0,0,0,71.0,1,0,True,False,False,False,False,False
29038,32,1,1,0,65.0,1,0,True,False,False,False,False,False
29039,32,1,1,1,67.0,0,1,True,False,False,False,False,False
29040,30,0,1,0,64.0,0,0,False,False,False,False,False,True
29041,53,2,1,0,71.0,1,0,True,False,False,False,False,False
29042,27,2,1,0,66.0,0,0,True,False,False,False,False,False
29043,25,0,1,0,71.0,1,0,True,False,False,False,False,False
29044,26,1,1,0,63.0,0,0,False,False,False,True,False,False
29045,24,1,1,0,68.0,1,0,True,False,False,False,False,False
29046,25,0,1,0,69.0,1,0,False,False,False,True,False,False
29047,23,0,1,0,72.0,1,0,True,False,False,False,False,False
29048,28,1,1,0,64.0,1,0,True,False,False,False,False,False
29049,33,1,2,0,67.0,1,1,False,False,False,True,False,False
29050,54,1,1,0,74.0,1,0,True,False,False,False,False,False
29051,61,1,1,0,65.0,0,0,False,False,False,True,False,False
29052,21,0,1,1,71.0,1,1,True,False,False,False,False,False
29053,39,0,1,0,67.0,0,0,True,False,False,False,False,False
29054,32,1,1,0,74.0,1,1,True,False,False,False,False,False
29055,37,0,1,0,70.0,1,0,True,False,False,False,False,False
29056,30,1,1,0,68.0,1,0,True,False,False,False,False,False
29057,24,1,1,0,73.0,1,0,True,False,False,False,False,False
29058,27,0,1,0,74.0,1,0,True,False,False,False,False,False
29059,37,1,1,1,74.0,1,1,True,False,False,False,False,False
29060,34,0,1,0,73.0,1,0,True,False,False,False,False,False
29061,27,2,1,0,62.0,0,0,True,False,False,False,False,False
29062,28,0,1,1,62.0,0,1,True,False,False,False,False,False
29063,63,1,0,0,64.0,0,0,True,False,False,False,False,False
29064,57,0,1,0,65.0,0,0,True,False,False,False,False,False
29065,20,2,1,1,65.0,0,0,True,False,False,False,False,False
29066,27,1,1,0,61.0,0,0,True,False,False,False,False,False
29067,27,1,1,0,79.0,1,0,True,False,False,False,False,False
29068,29,0,1,1,72.0,1,1,False,False,False,False,True,False
29069,50,1,1,0,66.0,1,0,True,False,False,False,False,False
29070,43,1,1,0,73.0,1,0,True,False,False,False,False,False
29071,28,0,1,0,75.0,1,0,True,False,False,False,False,False
29072,57,2,0,0,63.0,0,0,True,False,False,False,False,False
29073,24,0,1,0,72.0,1,0,True,False,False,False,False,False
29074,50,2,1,0,65.0,1,0,True,False,False,False,False,False
29075,29,0,1,0,71.0,1,0,True,False,False,False,False,False
29076,29,1,1,0,72.0,1,0,True,False,False,False,False,False
29077,29,1,1,0,72.0,1,0,True,False,False,False,False,False
29078,20,0,1,0,83.0,1,0,True,False,False,False,False,False
29079,37,1,1,0,65.0,0,0,True,False,False,False,False,False
29080,26,1,1,0,67.0,1,0,True,False,False,False,False,False
29081,31,0,1,0,68.0,1,0,True,False,False,False,False,False
29082,33,0,1,0,71.0,1,0,True,False,False,False,False,False
29083,25,0,1,0,69.0,1,0,True,False,False,False,False,False
29084,29,0,1,0,72.0,1,0,True,False,False,False,False,False
29085,37,0,1,0,67.0,1,0,True,False,False,False,False,False
29086,26,1,1,0,64.0,0,0,True,False,False,False,False,False
29087,23,0,1,0,63.0,0,0,False,False,False,True,False,False
29088,29,1,1,0,64.0,0,0,True,False,False,False,False,False
29089,29,1,1,0,62.0,0,0,True,False,False,False,False,False
29090,50,0,0,0,65.0,0,0,True,False,False,False,False,False
29091,36,1,1,0,67.0,0,0,False,False,False,True,False,False
29092,24,0,1,1,71.0,1,1,True,False,False,False,False,False
29093,36,0,2,0,70.0,1,0,True,False,False,False,False,False
29094,42,1,1,0,79.0,1,1,True,False,False,False,False,False
29095,24,1,1,0,72.0,1,0,True,False,False,False,False,False
29096,46,1,1,1,73.0,1,0,True,False,False,False,False,False
29097,24,0,1,0,64.0,0,0,True,False,False,False,False,False
29098,33,1,1,0,69.0,1,1,True,False,False,False,False,False
29099,42,0,1,0,68.0,1,1,True,False,False,False,False,False
29100,36,2,1,1,73.0,1,0,True,False,False,False,False,False
29101,42,2,1,0,70.0,1,0,True,False,False,False,False,False
29102,54,2,1,0,67.0,0,0,False,False,False,True,False,False
29103,24,1,1,0,63.0,0,0,True,False,False,False,False,False
29104,29,1,1,0,67.0,1,0,True,False,False,False,False,False
29105,38,0,1,0,65.0,0,0,True,False,False,False,False,False
29106,26,2,1,0,66.0,1,1,True,False,False,False,False,False
29107,34,0,1,0,71.0,1,0,True,False,False,False,False,False
29108,27,0,1,0,72.0,1,0,True,False,False,False,False,False
29109,39,0,1,0,67.0,1,0,True,False,False,False,False,False
29110,24,0,1,0,72.0,1,0,True,False,False,False,False,False
29111,30,0,1,0,66.0,1,1,True,False,False,False,False,False
29112,38,1,1,0,66.0,1,0,True,False,False,False,False,False
29113,48,0,1,0,65.0,0,0,True,False,False,False,False,False
29114,26,0,1,0,71.0,1,0,True,False,False,False,False,False
29115,23,0,0,0,70.0,1,0,True,False,False,False,False,False
29116,40,1,2,0,65.0,1,0,True,False,False,False,False,False
29117,27,1,1,0,70.0,1,0,True,False,False,False,False,False
29118,29,1,1,0,64.0,0,0,False,False,False,False,False,True
29119,26,0,1,1,69.0,1,0,True,False,False,False,False,False
29120,22,0,1,1,67.0,0,0,True,False,False,False,False,False
29121,22,0,1,0,70.0,1,0,True,False,False,False,False,False
29122,35,1,1,0,67.0,1,1,True,False,False,False,False,False
29123,26,0,1,1,63.0,0,1,True,False,False,False,False,False
29124,25,0,1,0,68.0,1,0,True,False,False,False,False,False
29125,30,2,1,0,65.0,0,0,True,False,False,False,False,False
29126,31,1,1,0,67.0,0,0,True,False,False,False,False,False
29127,29,1,1,0,66.0,0,0,True,False,False,False,False,False
29128,39,1,1,1,75.0,1,0,True,False,False,False,False,False
29129,41,1,1,0,66.0,0,0,True,False,False,False,False,False
29130,38,2,1,0,66.0,0,0,True,False,False,False,False,False
29131,52,0,1,0,67.0,0,0,True,False,False,False,False,False
29132,30,1,1,0,67.0,1,0,True,False,False,False,False,False
29133,59,1,1,0,72.0,1,1,True,False,False,False,False,False
29134,22,2,1,2,64.0,0,0,True,False,False,False,False,False
29135,29,0,1,0,71.0,1,0,True,False,False,False,False,False
29136,44,0,1,0,70.0,1,0,True,False,False,False,False,False
