,body_type
1730,0
40198,0
47542,1
56676,0
40674,0
5380,1
30772,0
26256,0
56744,0
9660,0
3354,0
31761,0
5587,0
44754,1
58893,0
47613,0
57827,0
2674,0
39595,0
33112,0
51128,0
9095,0
31299,0
45136,0
11316,0
4516,1
26238,0
41716,0
59394,0
32422,0
24754,0
13486,0
9666,0
41277,0
13519,0
37749,0
35531,0
42080,0
7158,0
30460,0
7711,0
7299,0
11878,0
534,0
40223,0
42088,0
5448,0
26426,0
21582,0
46285,0
23539,0
7723,0
16331,0
1214,0
39084,0
54505,0
30406,0
56060,0
4394,0
23097,0
31151,0
10570,0
31611,0
40141,0
23549,0
45200,1
37188,0
28731,0
46878,0
33079,0
42833,1
19757,1
11868,0
25040,1
23965,1
42625,0
4804,1
24601,0
49618,0
28206,0
49012,0
12295,0
5490,0
6528,0
45155,0
3338,0
50235,0
52499,0
41407,0
53985,1
12759,0
43562,0
50394,0
36488,0
45963,1
24214,1
53898,1
14966,0
9817,0
27545,0
51460,0
38430,0
40940,0
22336,0
36501,0
21178,0
54726,0
54582,0
31401,0
39945,0
18939,0
54672,1
49653,0
42797,0
5972,1
2612,0
46019,0
4248,1
9846,0
18691,0
38265,0
19346,0
23882,0
36474,1
39953,0
56972,0
36221,0
58981,0
19526,0
42886,0
18417,0
59198,0
45354,0
24065,0
4281,1
51443,1
3428,0
17148,0
55959,1
6770,0
21410,0
53156,0
58209,1
41727,0
27962,0
35048,0
26292,0
17482,0
31695,0
24344,0
14906,1
48533,0
39588,0
7725,0
34222,0
2607,0
52837,0
9596,0
26412,0
42983,0
29997,0
43033,0
38983,0
11472,0
20604,0
14478,0
28519,0
53667,0
56251,1
25508,0
46898,1
38921,0
43372,0
21600,0
11214,1
6559,0
44515,0
14594,1
53558,1
50671,0
10913,1
55268,0
51314,0
23202,0
32485,0
8564,0
10640,0
29248,0
54964,0
30719,0
33235,0
11693,0
55529,1
54821,0
36437,0
30467,0
37805,0
13003,0
49769,1
19275,1
30020,1
4103,0
3344,0
11918,0
19675,0
55429,1
44722,0
35476,0
36269,1
43390,0
15521,0
16464,0
57402,0
43847,0
41563,0
21384,0
54128,0
30763,0
7111,0
1189,0
53689,0
17292,0
15444,0
7473,0
8496,0
22124,0
8307,0
28482,0
44763,0
42900,0
19244,0
15241,0
12699,0
37814,0
51699,0
43625,1
24730,0
20944,0
50639,0
16632,0
51414,0
23548,0
46014,0
45231,0
38686,0
14294,0
760,0
22778,0
10851,0
39034,0
15802,0
38892,0
22214,0
5597,0
16482,0
11583,0
5478,0
15764,0
7076,0
40187,0
51100,0
35457,0
25485,0
30483,0
41857,0
56745,1
9567,0
23662,0
25885,0
36470,0
8645,0
23443,0
15653,0
19290,0
41977,0
18746,1
35672,1
39750,0
30120,0
45584,0
3926,0
40413,0
18300,0
14107,0
19886,0
28397,0
7958,0
15626,0
42608,0
58510,0
7012,0
39013,1
16658,0
52168,0
34589,0
43171,1
14061,0
49216,1
37075,1
39384,0
23581,1
52895,0
7186,0
51608,1
49930,0
26765,0
40989,0
27954,0
27938,0
24771,0
37842,0
36357,0
21337,0
55867,0
25427,0
35015,0
21348,0
23059,0
57569,0
14095,0
44876,0
56510,0
2104,0
3550,0
52985,0
25094,1
2439,1
37373,0
1461,0
11277,0
3465,1
24941,0
14780,0
15671,0
33310,0
37853,0
19956,0
7156,0
10481,0
59215,0
47449,0
40576,0
56706,0
25955,0
45311,0
5210,0
36721,0
23518,0
19745,0
55898,0
4924,1
1382,0
10334,0
2772,0
26985,0
10441,0
14997,0
4087,1
28172,0
17093,0
29865,0
58193,1
8032,0
12125,1
27109,1
5488,0
35595,0
24853,0
59877,0
17418,1
38722,1
49822,0
43580,0
40058,0
49207,0
47841,0
37919,0
58587,1
5363,0
39415,0
49874,0
28455,0
37167,0
36473,0
42926,0
32501,0
50778,0
17566,0
33409,0
50542,1
34108,0
15787,1
25712,1
14353,0
382,0
34516,0
26250,0
47351,1
6988,0
46558,0
10606,0
55153,0
20061,1
26901,0
52259,0
37494,0
33151,0
32056,0
52138,0
24140,1
50367,0
38254,0
55862,0
53849,0
9551,0
19961,0
34650,1
37870,1
12924,0
2004,1
10389,0
19746,0
13630,0
19621,0
1343,1
9316,0
855,0
47809,0
340,0
22082,0
19428,0
30947,0
41924,1
50858,1
44571,0
27361,0
34060,1
34039,1
15116,0
7843,0
6634,0
28636,0
33492,0
54692,0
25867,0
22233,0
55151,0
23640,0
47387,0
28117,0
40419,0
41722,0
48577,1
31714,0
42676,0
3470,1
39733,0
56680,0
17039,0
37137,0
52194,0
38158,0
18014,0
50924,0
35393,1
56238,1
11296,0
23341,0
47008,0
58602,0
15815,1
6709,0
12085,0
5611,0
26579,0
6336,0
17866,0
3632,0
33831,1
20564,0
6925,0
54346,0
9525,0
44706,0
50236,0
28956,0
47447,0
34903,0
9153,0
42773,0
45706,0
15976,0
8029,0
3407,0
38128,0
8608,1
27053,0
22356,0
56350,0
4991,1
37933,0
43743,0
26022,0
24667,0
57424,0
6762,0
46686,0
28001,0
11815,0
16318,0
51089,0
28874,0
31050,0
27775,0
6416,0
4004,0
3476,1
39439,0
55687,0
53044,0
28452,0
27481,0
40543,0
36465,0
40747,1
35388,0
32731,0
16600,0
29741,0
51473,0
14313,0
29666,0
47222,0
8000,0
56679,0
7891,1
24402,0
35921,0
24030,0
28103,0
3304,0
42575,0
32898,0
31851,0
12344,0
10402,0
12655,0
56604,0
26407,0
18083,0
690,0
50900,0
10341,0
15684,0
35158,0
24331,0
15485,0
37452,0
50635,0
12143,0
24058,0
16292,1
40490,1
45298,0
54177,1
31820,0
13042,0
46497,0
42250,0
29965,0
34298,0
20154,0
53418,0
31221,0
41802,0
9730,1
57318,0
45389,1
12984,0
48807,0
21308,0
24349,0
8229,0
10599,0
40655,0
11258,0
52347,0
31647,0
9265,0
26682,0
28746,0
37859,1
14305,0
44516,0
46062,0
180,0
49779,1
47626,0
49484,0
58613,0
24069,0
48460,1
2898,0
24525,0
48805,0
33260,0
20202,0
24295,0
37321,1
1084,0
43085,0
58422,0
11572,0
17488,0
50996,0
24009,0
37565,1
52665,0
6930,0
44867,1
9529,0
2273,0
916,0
38667,1
41645,0
39110,0
32735,0
3571,0
2322,0
47450,0
21256,1
55830,0
39831,0
27624,0
22859,0
56482,0
4503,0
46371,0
21119,0
43833,0
41203,0
45241,0
40586,0
37004,1
5841,0
28078,0
49987,0
4287,0
51181,0
53444,0
42713,1
46620,1
16736,0
36646,1
34790,0
11129,1
2893,0
42132,1
18553,1
13299,0
47670,1
27863,0
34690,0
1494,0
42586,0
35772,1
7884,0
53306,0
40644,0
35790,0
17164,0
20047,0
50847,0
47007,0
8647,0
47815,0
5316,0
56107,0
918,0
6727,0
22077,0
36696,0
27012,0
13326,0
43436,0
52302,0
1756,0
2261,0
27227,0
21779,0
6606,0
51618,1
47535,0
37409,0
37913,0
33701,0
1358,0
18467,0
2595,0
18946,1
30454,0
6152,0
46229,1
20221,0
1427,1
38237,0
5147,0
32299,0
27432,0
59842,0
29320,0
15045,0
23622,0
46983,0
35230,0
19698,0
50799,0
28216,1
33156,0
55555,0
22477,0
58030,0
25095,0
4312,0
59300,0
43221,1
57681,0
35834,1
50216,0
19893,0
1621,0
10149,1
36984,0
55112,0
59391,0
39619,0
35165,0
51451,0
6956,0
45307,0
4021,0
46373,0
32169,0
15452,0
46406,0
8436,0
23005,0
19322,1
4324,0
37855,0
32159,1
44314,0
29166,0
29024,0
59281,0
51684,0
23359,0
26836,0
58279,0
42236,0
21588,1
53678,0
54035,0
7469,0
43667,0
2747,1
57912,0
10743,0
14200,0
48261,0
56419,0
22337,0
53692,0
32397,0
8380,0
48703,0
41688,0
42284,0
23031,0
41893,0
23795,0
21772,0
50890,0
32021,0
34368,0
14685,0
6970,0
47873,1
48230,0
17229,0
9888,0
34361,0
15743,0
13119,0
1123,0
42065,0
29236,0
56736,0
24360,0
20386,0
2208,0
20485,1
37457,1
25035,0
6027,0
12488,0
32920,0
55152,1
11528,0
30236,0
26651,0
54300,0
39060,1
2112,0
44739,0
11565,0
39291,0
39279,0
44681,0
8073,1
15153,1
33371,1
47732,0
34069,0
22694,0
36869,0
235,1
6012,0
4097,0
16034,1
1908,0
44610,0
19912,0
16016,1
41278,0
15179,0
3707,0
53843,1
49292,0
55138,1
22394,0
6860,0
4660,0
32314,0
34617,0
25280,0
27438,0
10257,0
53921,0
30642,0
15535,0
52977,0
5775,0
14407,0
46725,0
34637,0
45803,0
21369,0
23139,0
8207,0
4661,1
53876,1
40860,0
3680,0
3593,0
34081,0
5899,0
53742,0
44964,0
15827,0
7830,1
3228,0
2954,0
49927,0
55637,0
51910,0
6909,0
26770,0
34785,0
977,0
39468,0
4126,0
44477,0
31526,0
31450,0
40907,0
48659,0
53090,0
40493,0
58440,0
24824,1
5834,0
23543,0
44701,1
20886,0
54041,1
29208,0
42560,1
36183,0
1262,0
6074,0
10239,0
25023,0
2463,0
18101,0
40775,0
16303,0
42697,0
14848,0
29381,0
33728,0
42513,0
51391,0
50625,1
38003,0
9788,0
37658,0
52685,0
59833,1
880,0
40636,0
35715,0
19304,0
42331,0
38490,0
52588,0
46128,0
39692,0
58199,1
10174,1
56518,0
23748,0
36676,0
15106,0
29911,0
40019,0
28487,0
20196,0
1390,0
13547,0
58269,0
17392,0
36408,1
41487,0
45664,0
2606,1
621,0
43802,1
33877,0
40904,0
6460,0
38810,0
5286,0
44975,0
46960,0
9185,0
3183,0
26869,0
45782,0
35843,0
4435,0
52918,0
2598,0
45705,0
35259,0
27697,0
1004,0
3303,0
15022,0
7651,0
14440,0
47364,0
3307,0
46453,0
4819,0
30307,0
38660,0
50308,0
44173,0
29550,0
40070,0
35869,1
295,0
38035,0
21972,0
19603,0
19713,0
34963,0
56437,0
41793,0
6594,0
33280,1
34661,0
27169,0
5867,0
30713,0
20846,0
11439,0
469,0
43589,0
46270,0
55771,1
46384,1
5462,0
40213,0
19172,0
4012,0
7861,0
50910,0
3449,0
17347,0
19396,0
33738,0
11193,0
24290,0
29925,0
43874,0
49700,0
28813,0
16931,0
58615,0
23274,0
49474,0
17168,1
20641,1
14803,0
20083,0
58121,0
53714,0
20661,0
18046,0
53416,0
52642,0
20954,1
10442,0
38145,0
14774,0
44994,0
17771,0
31099,0
27185,0
16887,0
30205,0
30309,0
9206,0
30355,0
57054,0
32152,0
8795,0
53155,0
15000,0
36286,0
7030,0
41936,0
2501,0
12617,0
58127,0
25844,0
12096,0
7070,0
52157,0
22871,0
51007,0
53141,0
16898,0
58303,0
41718,0
6880,0
13260,0
18905,0
41909,0
27152,0
9174,1
26623,0
53641,0
39267,1
25905,0
37995,0
6467,0
28806,0
46150,0
51836,0
43084,0
36954,0
24765,0
45345,0
37285,1
43304,0
48186,0
7809,0
51663,1
26433,0
21426,0
52046,0
24916,0
11520,1
10400,0
5876,0
51049,0
40821,0
59722,0
22808,1
51491,1
45707,0
17696,0
6044,0
30443,0
4168,0
12021,0
50476,0
29268,1
30151,0
35383,0
49381,0
21821,1
5590,0
53311,0
33224,0
2513,0
19361,0
1055,0
21262,0
5705,0
59905,0
16078,1
13161,0
40207,1
7551,0
8945,0
25152,0
45020,0
29643,0
49701,1
39813,0
48741,0
52870,0
7741,0
50188,0
38644,0
11449,0
33540,0
27343,0
47820,0
52268,0
5110,0
47971,0
58509,0
7533,0
52537,0
26180,0
20145,0
5407,0
37337,0
9753,0
18592,0
26838,1
36923,0
19072,1
54855,0
32864,1
47198,0
52117,0
2573,0
15322,0
48185,1
1379,1
35217,0
43574,0
1002,1
26710,1
40785,0
20572,0
32077,1
26585,0
27370,0
35272,0
45183,0
1725,0
19321,0
50373,0
13703,0
47636,0
28186,0
25354,0
16857,1
10914,0
47145,1
17040,0
2165,0
36378,0
37192,1
43315,0
52102,0
13923,0
20095,0
25923,1
20068,0
39908,0
32562,0
56696,0
51946,0
59462,0
53207,0
42388,0
26437,1
31184,0
9102,0
50509,0
45169,0
18829,0
17988,0
25186,0
7542,1
20294,1
37510,1
57177,0
13994,0
43595,0
11746,1
17506,0
30800,0
37214,0
57775,0
47395,0
52831,0
30158,0
52373,0
10317,1
28095,0
54360,0
23646,0
47990,0
52100,0
57185,0
21730,0
27265,1
26712,0
57160,0
55230,0
29878,1
9014,0
42239,0
26844,0
19464,0
44843,0
4827,0
38698,0
37165,0
51336,0
44834,0
38594,0
35233,1
40760,0
58346,0
24047,1
52637,0
54089,0
1752,0
52006,0
49312,0
50818,0
45253,0
36546,1
26174,0
25610,0
39150,0
5123,0
19730,0
46117,0
48633,1
24217,0
55774,1
28199,0
6792,0
55141,0
9099,0
51370,0
22798,0
2877,0
20917,0
38636,0
37444,0
34727,0
41789,0
9986,1
12708,1
17946,0
23745,0
5178,0
53154,0
26319,0
36839,0
51093,1
26142,0
24209,0
25818,1
6367,0
5418,0
42013,0
6788,0
47384,0
18966,0
52521,1
49717,0
35435,0
12066,0
2700,0
50251,0
18526,0
48568,0
40634,0
27568,0
36738,0
4569,0
37326,0
16087,0
31594,0
4941,0
46269,0
56165,1
45452,0
49707,0
13066,0
21345,0
10340,1
51183,0
43807,0
14957,0
47821,0
8120,0
48911,1
27393,0
23155,0
45888,1
11995,0
16258,0
55849,0
45940,0
8510,0
14199,1
8786,0
58211,0
6715,0
24575,0
49552,0
42195,0
45399,0
13700,0
15867,0
21224,0
38253,0
23026,0
32221,0
40863,0
3325,0
36967,0
40969,0
29731,0
41221,0
13726,0
5019,0
13854,1
45827,0
36054,1
4655,0
52233,1
7003,0
22502,0
51536,0
6167,0
28802,0
29310,0
11056,0
33012,0
20767,0
8743,0
13868,1
7695,0
50054,0
33272,0
16754,0
10421,0
51973,0
18710,0
5068,0
41188,1
34288,0
22393,0
59328,0
16357,0
47755,0
10768,0
58747,0
54983,0
44716,0
11497,0
25069,1
14607,0
47025,0
35524,0
36863,0
48948,0
3875,0
56095,0
11384,0
7145,0
57782,0
13725,0
46888,0
39826,0
15119,0
12816,0
33384,0
5701,0
43306,1
36720,0
20629,0
40763,0
28295,1
44991,0
50729,0
26377,0
23006,0
12605,1
51838,0
33139,0
58036,0
23351,0
26393,0
44493,0
18186,0
36254,0
40113,0
43265,0
7205,0
37287,0
3861,0
27145,0
40312,1
54623,0
49835,0
50007,0
42847,0
47088,0
9906,0
15817,0
23007,1
34573,0
44035,0
32357,0
17248,0
36994,0
18502,0
35396,0
49310,1
23144,0
22806,0
9914,1
31467,0
47594,0
22470,0
39797,0
56444,0
59571,0
316,0
31361,0
33656,0
3837,1
26909,0
9229,0
36972,0
49354,0
49290,0
21678,1
28224,0
37637,0
9967,0
24602,0
4094,0
9762,0
10185,0
25123,0
29279,0
38775,1
17228,0
43570,0
16985,0
52106,0
59379,0
27458,0
2294,0
5692,0
48256,0
22935,1
16174,0
40446,0
2287,1
9574,1
18545,1
26470,0
36461,0
36500,1
15367,0
30687,0
52434,0
46661,0
14157,0
398,0
48428,0
33039,1
23275,0
50300,0
56903,0
36016,0
9057,0
583,1
11123,0
18146,0
52561,0
35369,0
35836,0
42635,0
26243,0
17619,0
58507,0
49897,0
21798,0
18713,0
2720,0
31876,0
59076,0
38634,1
25316,0
49240,0
29301,0
49679,0
40871,0
10730,1
39397,0
53607,1
59913,1
41387,0
58854,0
51565,0
40275,0
11346,0
48479,0
52052,0
13228,0
20014,0
10740,0
54830,1
280,0
2550,0
33970,0
14074,0
41110,0
54150,0
44199,0
3332,0
33450,0
23586,0
16541,0
10170,0
47723,0
50018,1
37278,0
43189,0
19969,0
32869,0
5243,1
18948,0
41920,0
25579,1
37441,0
52316,0
53060,0
27233,1
1883,0
30915,0
58560,0
2270,0
31406,0
46073,0
24660,0
35370,1
20790,0
16768,0
23137,0
8749,1
52967,0
14321,0
4966,0
56749,1
10453,0
47574,0
17504,0
35692,0
47684,0
51600,0
31747,0
23369,0
29376,0
25257,1
7927,0
40236,0
51586,0
34810,1
45825,0
41690,0
40369,0
8965,0
17008,0
23352,0
25580,0
43487,0
19336,0
9766,0
33169,1
28723,0
34099,0
20358,0
56418,0
27727,0
23996,0
56362,0
28974,0
39011,0
47679,0
18818,0
8712,0
52858,0
36570,0
2887,0
30130,0
41938,0
4217,0
18739,1
13907,1
26291,1
50419,0
35697,0
51748,0
17740,1
33773,0
37966,0
37709,1
1502,0
38517,0
23905,0
53793,0
54896,1
15961,1
16699,0
22532,0
4831,0
12051,0
39937,0
35024,0
15512,0
2538,0
53151,0
9539,0
35511,0
20897,0
25211,0
42304,0
28551,1
39489,0
56191,1
59481,0
33150,0
15031,1
52113,0
26088,1
42058,0
44094,0
33817,0
2079,0
6300,0
12951,0
43953,0
48470,0
4707,0
21756,0
5038,0
18228,0
34806,0
21939,0
38450,1
1801,0
22420,0
22845,0
18006,1
28467,0
52415,0
58651,0
56130,0
56849,0
4292,0
19058,0
42172,0
53529,1
37109,1
19359,0
32013,0
35813,0
40572,0
23698,0
935,0
20283,0
41055,0
51113,0
53261,1
29708,0
29868,1
41822,0
45192,0
52103,0
14256,0
5944,0
18618,0
20300,1
42585,0
25943,0
18623,0
18836,0
45315,0
58814,0
12558,0
57339,0
31307,0
7259,0
15693,0
56714,0
43587,0
51509,0
54929,0
6764,1
15707,0
6521,0
38720,0
22106,0
48578,0
19700,0
41953,0
30066,0
19148,0
52479,0
59587,0
22928,0
22587,0
6679,0
47375,0
18268,1
47034,1
1264,0
47790,1
29716,0
41972,0
11990,0
30050,0
20231,0
50458,1
1404,0
19099,0
41489,0
27536,0
57577,0
27317,0
28261,0
40849,0
32121,1
48902,0
26079,0
55662,0
43960,0
30935,0
10939,0
37443,0
10437,0
44760,0
7486,0
13747,0
987,0
4957,0
22915,0
5535,0
7280,0
4882,0
55745,0
12223,0
11486,0
18079,0
43936,0
25117,1
25157,0
28844,1
40588,0
35384,0
11964,0
19652,0
55985,0
41365,0
19017,1
40886,0
32386,0
8751,0
56574,0
5844,0
30767,0
29570,0
47831,0
28440,0
13809,0
28619,0
9765,0
22869,0
58186,0
170,0
40007,0
20306,0
4626,0
57405,0
15874,0
20166,0
1054,0
33047,0
17889,0
5084,0
15517,0
16117,0
25691,0
38624,0
35941,0
57328,0
7649,0
18231,0
54340,0
13991,0
52458,0
17233,0
37108,0
5382,0
49724,0
43281,1
20540,1
27429,0
59427,0
18173,0
32817,0
21807,1
36459,1
41100,0
51575,0
47804,0
11944,1
30266,0
12898,1
9921,0
35636,1
8884,0
27599,0
23279,0
7514,1
33183,0
55207,0
35174,0
40582,0
53996,0
5857,0
18000,0
52884,0
47187,0
23037,0
9827,0
34159,1
22217,0
20585,0
16585,0
57692,0
20622,0
23399,0
51832,0
14337,0
27513,0
23981,0
354,1
18426,0
19667,0
56792,0
39463,0
47917,0
8696,0
49729,0
37928,0
51843,0
58351,0
38863,0
29629,0
57419,1
24797,0
57062,1
6695,0
59752,0
37788,0
54155,0
30722,0
4772,0
38421,0
4142,0
9226,0
29672,0
36043,0
1904,0
4025,0
24642,0
26605,0
8182,0
6851,0
42879,0
49003,0
37049,0
2315,1
38268,0
8248,0
51161,0
29773,1
56057,0
49740,0
35282,0
40953,0
49119,1
10102,0
43257,0
35838,0
12972,0
30602,0
12606,0
3701,0
9436,0
34475,0
36062,0
37470,0
49361,0
22992,0
49826,0
4471,0
14090,0
14180,0
29837,0
27594,0
54538,1
47138,0
4044,1
952,0
33968,0
3930,1
16068,0
34745,0
4420,0
52440,0
17161,0
13295,0
56246,0
31693,0
1706,1
34892,0
33289,0
23477,0
105,0
47977,0
55128,0
36563,0
11303,1
30248,1
2320,0
17738,1
12670,0
28300,0
18685,0
25261,0
44552,0
45876,0
25080,0
18633,0
45119,0
1291,0
23796,0
22544,0
3678,0
21442,0
52622,1
27805,0
287,0
20201,0
56308,0
58260,0
28576,0
25242,0
14870,0
56826,0
12906,0
43009,0
2260,0
40301,0
19315,0
50592,0
22927,1
35680,1
48654,0
32760,0
41513,0
33763,0
5108,0
884,0
32415,0
2452,1
43995,0
31791,0
26432,0
59826,0
8863,0
17656,0
28687,0
44456,0
40464,0
10047,1
50232,0
11783,0
47365,0
15868,0
37564,0
4499,0
40731,0
5561,0
28490,0
14823,0
48104,0
9930,0
55175,0
54867,0
39040,0
3980,0
41738,0
40999,1
37573,0
1890,1
59924,0
22017,0
49892,0
53549,0
43453,0
12332,0
52278,0
43036,0
32921,0
7249,0
33391,0
50003,0
27561,0
26948,0
51972,0
51074,1
43192,0
24915,0
20111,1
51243,1
58428,0
15449,0
40938,1
44230,0
56382,0
44181,1
46854,0
27528,0
51402,0
22437,0
21469,0
17978,0
9993,0
17101,0
57726,0
16335,0
35453,0
50062,0
36876,0
55804,1
33362,0
17711,1
34418,0
55832,0
52088,0
545,0
29318,0
9569,0
591,0
43437,0
59862,0
26241,0
13093,0
37069,0
47510,0
47786,0
29910,0
53608,0
39044,0
42795,0
16924,1
44608,0
57461,0
54781,0
13269,0
21236,0
30830,0
10612,0
51568,0
41070,0
26616,0
57546,0
56536,0
17477,0
36864,0
43050,1
12768,0
58519,0
47936,0
29038,0
40944,0
28297,0
12175,0
17071,1
50291,0
10754,0
47312,0
54244,0
43742,0
45124,0
32770,0
34037,0
17914,0
39545,0
13499,0
12093,0
52939,1
54610,0
37367,0
53900,0
51140,0
44350,0
45715,0
20278,0
22279,0
3995,0
27377,1
9466,0
59023,1
50407,0
3273,1
9910,0
42021,0
51046,0
50588,0
41620,0
18815,0
1519,0
46122,0
7588,0
44725,0
26652,1
29249,0
6882,0
58849,1
5516,0
16539,0
14775,0
48827,1
55899,1
56511,0
52389,0
36173,0
24827,0
45445,0
55026,0
36119,0
38914,0
37492,1
7938,0
31249,0
56004,0
53115,0
59133,0
4333,0
16990,0
3591,0
54102,0
4933,0
38299,0
36310,0
17846,0
40724,0
6630,1
36555,0
29554,0
9163,0
20049,0
11068,0
41323,0
31206,1
18556,1
58526,0
16839,0
34722,0
8318,0
44315,0
48309,0
4582,0
38095,1
5435,0
52957,0
24339,0
7669,0
30505,0
37608,0
50272,0
5016,1
26309,1
30858,0
11466,0
20280,0
23385,0
55411,0
22537,0
34194,0
57145,0
26372,0
53091,0
38039,0
3676,0
13614,0
43641,0
22608,0
35987,0
294,0
40437,0
56533,0
11965,0
6254,1
27090,0
38231,1
50931,0
3812,0
54775,1
46784,0
59757,0
13616,0
46129,0
46272,0
35758,0
14384,0
30161,0
17373,0
33193,0
12784,0
39145,0
26257,0
50127,0
27478,0
39032,0
6680,1
40105,0
7046,0
30624,1
52584,0
535,0
54052,0
32018,0
52482,1
11716,0
16364,0
44175,0
21578,0
1658,0
11501,0
38340,0
12664,1
12432,0
38228,0
56691,0
40960,0
32757,0
501,1
46289,0
3646,0
36914,0
31236,1
678,0
28531,0
41351,0
57256,1
20064,0
31089,0
53572,0
38934,0
29621,0
13011,0
2656,0
21516,0
4054,0
10828,0
30790,0
29749,0
45036,0
59270,0
54319,0
44873,1
7498,0
41633,0
56212,0
29065,1
26549,0
50119,0
45133,1
29556,0
13477,0
54048,0
53319,0
5349,0
13027,0
51468,0
24142,0
16065,0
43063,0
1457,0
16506,0
39269,1
41331,0
27084,1
16354,0
43883,0
10657,0
10790,0
8095,0
14036,0
25761,0
43636,0
44257,0
4843,0
53303,0
25308,0
3830,0
33980,0
27418,0
35828,0
12603,0
44970,0
57242,0
40962,0
14455,0
1466,0
966,0
29721,0
28515,0
17119,0
41261,0
18333,0
35599,0
13927,1
52797,0
20136,1
36446,0
57024,1
28450,0
13072,0
40399,0
35465,0
54602,0
26551,1
21944,0
36258,1
34324,0
43868,0
27371,0
34203,0
43521,0
59219,0
51537,0
40048,0
561,0
57951,0
36916,1
17690,0
6452,0
35661,1
3988,0
40035,0
53139,0
25197,1
29653,0
29314,0
21017,0
28104,1
18376,0
6346,1
42294,0
15495,1
17600,0
32938,0
16492,0
44752,0
37727,0
29747,0
22206,0
23314,1
19104,0
4943,0
22327,0
40004,0
9655,0
24138,1
34626,0
11525,0
38511,0
55320,0
35658,0
38758,0
14961,0
28343,0
7589,0
1916,0
59363,1
1514,0
33846,0
49024,0
7527,0
55644,0
44563,0
7744,0
50381,0
18878,0
51991,0
12217,0
1670,0
41748,0
2547,1
43044,0
21639,0
52663,0
38737,0
14958,0
42755,0
38311,0
26911,0
25275,0
24716,0
20082,0
47202,0
26193,0
20579,1
23066,1
10360,0
20739,0
34291,0
26984,0
17314,0
7356,1
46230,0
39618,0
55981,0
33288,0
29479,0
59593,0
47608,0
20446,0
13529,0
42828,0
4056,1
57492,0
29217,1
45058,0
54162,0
58283,0
32189,0
54389,0
15414,0
49339,0
56195,1
16156,1
24848,0
2285,0
21509,0
32049,0
3856,0
43994,0
59449,0
25283,0
1709,0
8397,0
28006,0
54024,0
28671,0
59313,1
14119,0
29909,0
56586,0
1360,0
23498,0
43448,1
5945,0
45154,0
20793,0
26082,0
12436,0
39232,0
18846,0
15109,0
25208,0
546,1
32490,0
14030,1
35151,0
20408,0
31808,0
55773,0
22244,0
9404,0
55291,1
51077,0
16532,0
41706,1
57106,0
22864,0
25020,1
36827,0
17634,1
53592,1
26262,0
36300,0
25245,0
15306,0
58518,0
57520,0
28734,0
15882,0
4202,0
25219,1
52559,1
32971,0
31934,0
14515,0
24758,1
3014,0
4080,0
17944,0
14416,1
52926,0
36467,0
36075,0
23928,0
36856,0
2109,0
28959,1
41668,0
34342,0
41417,0
42436,1
40875,0
51117,0
23924,1
27442,0
20042,0
12602,0
55795,0
34970,0
25373,0
12442,0
3621,0
37726,0
23521,0
9120,0
20529,0
20832,0
57588,1
24196,0
47149,0
22571,0
29367,1
53343,0
21383,0
34915,0
18342,1
10023,0
52557,0
10798,0
30384,0
13553,0
15282,0
28777,0
41479,0
27482,0
58458,0
46306,0
8498,1
46486,0
1886,0
43155,1
55421,0
50618,0
34695,0
35468,0
42095,0
14168,0
9514,1
11358,0
23295,0
48408,0
40948,0
28565,0
9363,0
30414,0
8129,1
15130,0
51407,0
48314,0
24107,0
56438,0
992,0
51619,0
46241,0
35406,0
23338,0
55223,0
40381,0
21394,0
4000,0
21425,0
19634,0
55561,0
42972,0
56471,0
36205,1
55095,0
23880,0
22549,0
59437,0
34168,0
58840,0
53756,0
34316,0
21633,0
48859,0
4965,0
27816,0
22129,0
19999,0
59178,0
3811,0
21707,0
47148,0
57211,0
45601,0
16321,0
39553,1
2462,0
55877,0
5858,0
37141,0
27385,0
38392,1
56762,0
43000,0
22161,0
47370,0
49967,1
19676,0
50461,0
59110,0
33854,0
25501,0
44743,0
38862,0
30439,0
8335,1
9556,0
1746,0
34655,0
50019,0
2125,1
51054,0
15659,0
24715,0
50409,1
823,0
12290,0
35956,0
58198,1
6025,0
13914,0
21790,0
20769,0
40915,1
16076,0
17630,1
55836,0
10872,0
31156,0
32300,0
53299,1
7236,0
17160,0
15964,0
15067,0
33703,1
38705,0
40928,0
23913,0
59598,0
25458,0
37955,0
27899,0
25633,1
41107,1
10311,0
42454,1
17947,0
45918,0
33203,0
9810,0
15551,0
12690,0
17479,0
47031,0
1612,0
41048,1
31211,0
56229,0
44250,1
12833,0
42485,0
24460,0
49896,0
51178,0
59645,0
15937,0
34980,0
431,0
10551,1
51914,0
19192,1
49830,0
33649,1
53401,0
4916,0
17689,0
55599,0
18047,0
48718,0
44729,0
22466,0
4753,0
11756,0
5756,0
47934,0
18381,0
27111,0
3089,0
35415,1
14746,0
26247,0
13817,0
31530,0
10124,0
39615,0
57081,0
5879,0
4445,0
56778,0
27995,0
16802,0
9719,0
14995,0
18858,0
56862,0
51367,0
56503,0
22228,0
53759,0
51322,0
38143,0
53166,0
58683,0
27656,0
6884,0
37612,0
8879,0
13126,0
46742,0
50108,0
6525,0
37147,0
16451,0
32570,1
9044,1
33179,1
47230,0
53342,0
