,age,body_type,diet,drinks,drugs,height,sex,smokes
24765,39,fit,anything,1,1,75.0,m,no
24766,36,fit,anything,1,0,71.0,m,no
24767,30,fit,anything,1,1,69.0,m,no
24768,23,average,anything,1,1,63.0,f,yes
24769,23,larger,anything,1,0,67.0,m,no
24770,27,fit,anything,1,1,72.0,m,no
24771,34,fit,anything,1,1,71.0,m,no
24772,26,average,vegetarian,0,0,74.0,m,no
24773,50,fit,anything,1,1,72.0,m,no
24774,26,fit,anything,1,0,68.0,m,no
24775,31,average,anything,0,0,67.0,f,no
24776,29,average,anything,1,0,67.0,f,no
24777,31,average,anything,2,0,66.0,f,yes
24778,29,average,anything,1,0,62.0,f,no
24779,27,fit,anything,2,0,72.0,m,yes
24780,18,average,anything,1,1,67.0,m,no
24781,26,fit,anything,1,0,71.0,m,no
24782,31,unknown,anything,1,0,66.0,f,yes
24783,25,average,anything,1,0,66.0,f,yes
24784,28,fit,anything,1,1,74.0,m,no
24785,32,fit,anything,1,1,72.0,m,no
24786,28,average,anything,1,0,72.0,m,no
24787,20,average,anything,2,0,67.0,m,yes
24788,26,unknown,anything,1,0,76.0,m,no
24789,30,average,anything,1,0,64.0,f,no
24790,27,larger,vegetarian,1,0,67.0,f,no
24791,22,larger,anything,1,0,67.0,f,no
24792,29,fit,anything,1,0,71.0,m,no
24793,59,average,anything,0,0,72.0,m,yes
24794,27,unknown,anything,1,1,69.0,m,no
24795,26,average,vegetarian,1,0,62.0,f,yes
24796,46,average,other,1,0,65.0,m,no
24797,56,average,anything,1,0,64.0,m,no
24798,30,larger,anything,1,1,71.0,m,no
24799,23,unknown,anything,1,0,73.0,f,no
24800,31,fit,anything,1,0,72.0,m,no
24801,44,average,anything,1,0,66.0,m,no
24802,27,unknown,anything,1,0,70.0,m,no
24803,26,fit,anything,2,0,66.0,m,no
24804,33,fit,other,1,0,61.0,f,no
24805,26,fit,anything,1,0,73.0,m,no
24806,26,fit,anything,1,0,68.0,m,yes
24807,29,average,vegan,2,0,70.0,m,no
24808,23,fit,anything,1,0,73.0,m,no
24809,38,fit,anything,2,0,72.0,m,no
24810,26,unknown,anything,1,1,60.0,f,yes
24811,26,fit,anything,1,1,68.0,m,no
24812,41,fit,anything,1,0,73.0,m,no
24813,28,fit,anything,1,0,66.0,m,no
24814,32,fit,anything,1,0,70.0,m,no
24815,29,fit,anything,1,0,62.0,f,no
24816,24,fit,anything,1,0,76.0,m,no
24817,25,fit,anything,1,0,72.0,m,no
24818,35,unknown,vegetarian,1,0,68.0,f,no
24819,40,average,anything,1,0,61.0,f,no
24820,48,fit,anything,1,1,69.0,f,no
24821,24,fit,anything,1,0,72.0,m,yes
24822,29,fit,anything,2,1,67.0,f,no
24823,26,average,anything,0,0,71.0,m,no
24824,24,unknown,anything,1,1,70.0,m,no
24825,37,fit,anything,1,1,65.0,f,no
24826,26,average,anything,1,0,65.0,m,no
24827,26,fit,anything,1,0,61.0,f,no
24828,34,larger,anything,2,0,65.0,f,no
24829,26,average,anything,1,0,72.0,m,yes
24830,25,average,anything,1,0,66.0,f,no
24831,32,fit,kosher,1,0,70.0,m,no
24832,22,unknown,vegetarian,1,1,68.0,f,yes
24833,30,fit,anything,1,0,71.0,m,no
24834,25,larger,vegetarian,1,1,68.0,f,yes
24835,21,unknown,anything,1,0,72.0,m,no
24836,40,average,anything,1,0,71.0,m,no
24837,27,fit,anything,1,1,72.0,m,no
24838,27,fit,anything,1,1,75.0,m,no
24839,28,average,anything,1,0,68.0,m,no
24840,38,average,other,1,0,69.0,m,no
24841,23,average,anything,1,1,72.0,m,yes
24842,31,average,anything,1,0,72.0,m,yes
24843,36,fit,anything,1,0,71.0,m,no
24844,29,larger,anything,1,0,64.0,f,no
24845,25,average,anything,1,0,68.0,f,no
24846,52,larger,other,1,0,62.0,f,no
24847,36,fit,other,1,1,70.0,m,no
24848,34,average,anything,1,1,69.0,m,yes
24849,29,fit,anything,1,0,70.0,m,no
24850,24,average,anything,1,0,70.0,m,no
24851,26,unknown,anything,1,1,66.0,f,no
24852,25,average,anything,1,0,65.0,m,no
24853,35,average,anything,0,0,71.0,m,no
24854,25,fit,vegetarian,2,0,70.0,f,no
24855,40,average,anything,1,2,70.0,m,no
24856,25,larger,anything,1,0,71.0,m,no
24857,22,larger,anything,1,1,75.0,m,yes
24858,66,fit,anything,1,0,64.0,f,no
24859,54,fit,anything,1,0,65.0,f,no
24860,38,larger,anything,1,0,68.0,m,no
24861,27,average,other,2,0,63.0,f,no
24862,23,average,anything,1,0,72.0,m,no
24863,42,fit,anything,1,1,78.0,m,no
24864,39,larger,anything,1,0,75.0,m,no
24865,32,unknown,anything,1,1,60.0,f,no
24866,40,larger,anything,1,0,63.0,f,yes
24867,21,average,anything,1,0,68.0,f,no
24868,28,fit,anything,1,0,70.0,m,no
24869,32,average,anything,0,0,67.0,f,no
24870,38,average,anything,1,0,70.0,m,no
24871,27,fit,anything,1,0,58.0,f,no
24872,28,fit,other,1,0,67.0,m,no
24873,28,fit,vegetarian,1,1,71.0,m,no
24874,36,average,anything,1,0,74.0,m,no
24875,39,unknown,anything,1,0,71.0,m,no
24876,19,average,anything,1,0,65.0,f,yes
24877,28,average,anything,1,1,70.0,m,no
24878,54,average,anything,1,0,63.0,f,no
24879,36,larger,anything,1,0,66.0,m,no
24880,24,unknown,anything,1,0,67.0,f,no
24881,27,average,anything,1,1,69.0,m,no
24882,29,unknown,anything,1,0,65.0,f,no
24883,24,fit,anything,1,0,64.0,f,no
24884,21,average,anything,0,0,72.0,m,no
24885,22,fit,anything,1,0,68.0,m,no
24886,24,unknown,anything,1,0,64.0,f,no
24887,30,fit,anything,1,0,73.0,m,no
24888,44,larger,anything,1,0,66.0,f,no
24889,32,fit,anything,1,0,69.0,m,no
24890,56,fit,other,1,0,63.0,f,no
24891,46,average,anything,1,0,72.0,m,no
24892,25,average,anything,1,1,71.0,m,no
24893,30,fit,anything,1,0,69.0,m,no
24894,53,larger,anything,1,0,66.0,m,no
24895,44,average,anything,1,0,70.0,m,no
24896,26,fit,vegetarian,2,1,66.0,m,no
24897,22,average,anything,1,0,67.0,f,no
24898,26,average,anything,1,0,64.0,f,no
24899,25,average,anything,1,0,62.0,f,no
24900,29,average,anything,1,0,65.0,f,no
24901,28,unknown,anything,1,0,61.0,f,no
24902,24,average,anything,0,0,66.0,f,no
24903,27,larger,anything,1,0,65.0,f,no
24904,26,fit,anything,1,0,64.0,f,no
24905,41,fit,anything,1,0,67.0,m,no
24906,34,average,anything,1,0,62.0,f,no
24907,25,average,anything,1,0,68.0,f,no
24908,23,average,anything,1,0,60.0,f,no
24909,27,average,anything,1,0,62.0,f,no
24910,22,average,anything,1,0,61.0,f,no
24911,24,average,anything,1,0,65.0,m,yes
24912,31,average,other,1,0,63.0,f,no
24913,23,average,anything,1,0,62.0,f,no
24914,26,average,anything,2,1,74.0,m,no
24915,27,fit,anything,1,1,71.0,m,no
24916,28,average,anything,1,0,78.0,m,no
24917,21,average,anything,1,0,70.0,m,yes
24918,27,fit,anything,1,0,67.0,f,no
24919,19,fit,anything,1,0,74.0,m,no
24920,46,unknown,anything,1,0,59.0,f,no
24921,33,fit,anything,1,0,68.0,m,no
24922,47,fit,other,1,0,69.0,m,no
24923,49,fit,anything,1,0,74.0,m,no
24924,47,fit,anything,1,0,70.0,m,no
24925,39,fit,anything,2,0,69.0,m,no
24926,60,fit,anything,0,0,69.0,m,yes
24927,39,fit,anything,1,0,71.0,m,no
24928,37,larger,anything,1,0,64.0,f,no
24929,27,average,anything,2,0,67.0,m,yes
24930,25,average,anything,1,0,72.0,m,no
24931,35,fit,anything,1,0,69.0,f,no
24932,22,fit,anything,1,0,75.0,m,no
24933,23,larger,other,1,0,70.0,f,no
24934,28,fit,anything,1,1,70.0,m,no
24935,25,fit,anything,1,0,68.0,m,no
24936,33,fit,anything,1,0,65.0,f,no
24937,27,fit,anything,1,1,68.0,m,no
24938,26,unknown,anything,1,1,61.0,f,no
24939,42,larger,anything,1,0,66.0,f,no
24940,44,fit,anything,1,0,72.0,m,no
24941,29,fit,anything,1,0,75.0,m,yes
24942,26,fit,anything,1,0,72.0,m,no
24943,33,fit,anything,1,0,72.0,m,no
24944,31,fit,anything,0,0,72.0,m,no
24945,27,fit,anything,1,0,68.0,m,no
24946,25,larger,anything,1,0,68.0,f,no
24947,19,average,anything,1,0,69.0,m,no
24948,27,average,anything,1,0,68.0,m,no
24949,31,larger,anything,1,1,62.0,f,no
24950,24,fit,anything,1,0,68.0,m,no
24951,28,fit,anything,1,0,70.0,f,no
24952,38,average,anything,1,0,71.0,m,no
24953,31,larger,anything,1,0,72.0,f,no
24954,26,fit,anything,1,1,69.0,m,no
24955,23,fit,anything,1,0,75.0,m,no
24956,25,unknown,anything,1,0,65.0,f,no
24957,42,fit,other,1,0,65.0,f,no
24958,62,average,anything,1,0,70.0,f,no
24959,27,average,anything,1,0,68.0,m,no
24960,32,average,anything,1,0,65.0,f,no
24961,20,fit,anything,1,0,69.0,f,no
24962,30,fit,anything,1,0,72.0,m,no
24963,30,fit,anything,1,0,64.0,f,no
24964,24,fit,anything,1,0,65.0,f,no
24965,25,larger,anything,2,1,64.0,f,no
24966,44,fit,anything,1,0,69.0,m,no
24967,27,fit,anything,1,0,72.0,m,no
24968,24,unknown,other,0,2,81.0,m,no
24969,25,fit,vegetarian,1,0,68.0,f,no
24970,30,average,anything,1,0,61.0,f,no
24971,30,average,anything,1,0,71.0,m,no
24972,23,average,anything,1,0,74.0,m,no
24973,40,fit,anything,1,0,75.0,m,yes
24974,35,average,anything,1,0,66.0,m,yes
24975,26,fit,anything,1,0,75.0,m,no
24976,28,fit,other,1,0,70.0,m,no
24977,50,fit,anything,1,0,70.0,m,no
24978,25,fit,other,1,0,68.0,m,no
24979,22,average,anything,1,0,75.0,m,yes
24980,26,fit,anything,1,1,72.0,m,no
24981,29,fit,anything,1,0,67.0,m,no
24982,55,fit,anything,1,0,65.0,m,no
24983,23,fit,anything,1,0,67.0,m,yes
24984,60,fit,anything,1,0,65.0,m,no
24985,28,larger,anything,1,0,65.0,f,yes
24986,38,larger,anything,1,0,70.0,m,no
24987,23,fit,anything,1,0,70.0,m,no
24988,36,average,anything,2,0,72.0,m,yes
24989,33,fit,anything,1,0,62.0,f,no
24990,32,average,anything,1,0,62.0,f,yes
24991,38,fit,anything,1,0,60.0,f,no
24992,29,fit,anything,1,1,70.0,m,yes
24993,29,larger,anything,1,0,67.0,f,no
24994,34,fit,anything,1,0,62.0,f,no
24995,30,average,anything,2,0,71.0,f,no
24996,28,fit,anything,1,0,70.0,m,no
24997,39,average,anything,2,1,67.0,f,no
24998,27,fit,anything,1,0,67.0,m,no
24999,57,fit,anything,1,0,69.0,f,no
25000,59,average,anything,1,0,61.0,f,no
25001,35,average,vegan,0,0,69.0,f,no
25002,45,larger,anything,1,0,69.0,f,no
25003,39,average,anything,1,0,60.0,f,no
25004,28,average,anything,1,0,64.0,f,yes
25005,31,larger,anything,1,1,61.0,f,no
25006,21,fit,other,1,0,58.0,f,no
25007,41,fit,anything,1,0,70.0,m,no
25008,53,average,anything,0,1,74.0,m,no
25009,37,average,anything,1,0,71.0,m,no
25010,21,average,anything,1,0,63.0,f,no
25011,41,average,anything,1,0,60.0,f,yes
25012,36,fit,vegan,0,0,67.0,f,no
25013,22,fit,vegetarian,1,0,70.0,m,yes
25014,29,fit,vegetarian,1,0,66.0,f,no
25015,29,larger,anything,1,0,67.0,f,yes
25016,27,average,anything,0,0,64.0,m,no
25017,41,fit,vegetarian,1,0,72.0,m,no
25018,37,larger,anything,1,0,62.0,f,no
25019,37,average,anything,2,0,68.0,f,yes
25020,42,larger,anything,1,0,64.0,f,no
25021,41,fit,anything,1,0,72.0,f,no
25022,44,fit,anything,1,0,62.0,f,no
25023,41,average,anything,1,0,69.0,m,yes
25024,43,fit,anything,1,0,63.0,f,no
25025,26,average,anything,1,0,64.0,f,no
25026,26,fit,anything,2,1,64.0,f,yes
25027,34,average,anything,1,1,64.0,f,no
25028,39,larger,anything,1,0,66.0,f,no
25029,19,larger,anything,0,0,59.0,f,no
25030,59,larger,anything,1,0,63.0,f,no
25031,28,unknown,anything,1,0,62.0,f,no
25032,29,fit,anything,1,0,65.0,f,no
25033,39,fit,vegetarian,1,0,60.0,f,no
25034,34,fit,vegetarian,1,0,64.0,f,no
25035,42,average,anything,1,0,64.0,f,no
25036,24,larger,vegetarian,1,0,64.0,f,no
25037,26,larger,anything,1,0,63.0,f,no
25038,28,unknown,anything,1,0,66.0,f,no
25039,21,average,halal,0,0,70.0,m,no
25040,29,larger,anything,1,1,67.0,f,yes
25041,33,fit,anything,1,0,64.0,f,no
25042,55,fit,anything,1,0,63.0,f,no
25043,33,average,anything,1,0,64.0,f,no
25044,24,fit,anything,1,1,65.0,f,no
25045,38,larger,other,1,1,67.0,f,no
25046,26,unknown,anything,1,0,66.0,f,no
25047,33,larger,anything,1,0,71.0,f,no
25048,24,average,anything,1,0,74.0,m,yes
25049,58,larger,anything,1,0,67.0,f,no
25050,37,average,anything,1,0,66.0,f,no
25051,69,average,anything,1,0,73.0,m,no
25052,35,unknown,anything,1,0,60.0,f,no
25053,61,larger,anything,1,0,65.0,f,no
25054,50,fit,anything,1,0,58.0,f,no
25055,34,unknown,vegetarian,1,0,60.0,f,no
25056,28,average,anything,1,0,67.0,f,no
25057,48,average,anything,1,0,63.0,f,no
25058,29,average,anything,1,0,73.0,m,yes
25059,34,average,anything,1,0,65.0,f,no
25060,51,larger,anything,1,0,67.0,f,yes
25061,52,fit,anything,1,0,67.0,m,no
25062,20,unknown,anything,1,0,60.0,f,yes
25063,54,average,anything,1,0,74.0,m,yes
25064,29,average,anything,1,0,66.0,f,no
25065,27,larger,vegetarian,1,0,61.0,f,no
25066,25,average,anything,1,0,65.0,f,yes
25067,24,average,vegetarian,1,0,70.0,m,no
25068,23,fit,other,1,0,63.0,f,yes
25069,55,larger,anything,1,0,64.0,f,no
25070,36,larger,anything,2,0,66.0,f,no
25071,38,average,anything,1,0,64.0,f,no
25072,56,average,anything,1,0,67.0,f,no
25073,35,average,anything,1,0,67.0,f,yes
25074,26,unknown,anything,1,0,68.0,f,no
25075,22,larger,anything,1,0,67.0,f,no
25076,28,average,anything,1,0,71.0,m,no
25077,48,average,anything,1,0,64.0,f,no
25078,56,average,anything,1,0,64.0,f,no
25079,36,average,other,2,0,61.0,f,no
25080,29,fit,anything,1,0,67.0,f,no
25081,26,fit,anything,1,0,65.0,f,no
25082,37,fit,anything,1,0,66.0,f,yes
25083,31,average,anything,1,0,63.0,f,no
25084,45,fit,anything,1,0,69.0,m,no
25085,26,fit,anything,1,1,68.0,f,no
25086,32,fit,anything,1,0,68.0,f,no
25087,37,fit,other,1,0,67.0,f,no
25088,31,larger,vegetarian,1,0,63.0,f,no
25089,26,average,anything,1,0,62.0,f,no
25090,27,average,anything,1,0,66.0,f,no
25091,29,average,anything,1,0,73.0,f,no
25092,29,average,anything,1,1,64.0,f,no
25093,31,fit,anything,1,0,62.0,f,no
25094,37,larger,anything,1,0,71.0,f,yes
25095,27,fit,anything,1,0,69.0,m,yes
25096,35,average,anything,2,0,61.0,f,no
25097,54,fit,anything,0,0,66.0,f,no
25098,58,larger,anything,1,0,71.0,m,no
25099,24,average,vegetarian,1,0,65.0,f,no
25100,26,average,anything,1,0,68.0,m,no
25101,32,larger,vegan,1,0,70.0,f,yes
25102,29,unknown,vegetarian,1,0,63.0,f,no
25103,24,average,anything,1,0,62.0,f,no
25104,42,average,anything,1,0,60.0,f,no
25105,38,average,anything,1,0,68.0,m,no
25106,29,fit,anything,2,0,67.0,m,no
25107,21,fit,vegetarian,1,1,72.0,m,no
25108,25,larger,anything,1,0,63.0,f,yes
25109,42,larger,anything,2,1,68.0,f,yes
25110,28,average,vegetarian,1,0,62.0,f,no
25111,26,larger,anything,1,0,62.0,f,no
25112,36,average,anything,1,0,64.0,f,no
25113,28,fit,anything,1,0,63.0,f,no
25114,22,fit,anything,2,0,70.0,m,no
25115,56,average,anything,0,0,65.0,f,no
25116,54,average,other,0,0,62.0,f,no
25117,33,larger,anything,1,0,64.0,f,no
25118,46,larger,anything,1,0,66.0,f,no
25119,30,average,anything,1,0,70.0,f,no
25120,29,average,anything,1,0,64.0,f,no
25121,48,fit,vegetarian,1,0,68.0,f,no
25122,30,fit,anything,1,0,60.0,f,no
25123,29,fit,anything,1,0,64.0,f,no
25124,27,average,anything,1,0,65.0,f,no
25125,29,average,anything,1,0,66.0,f,no
25126,60,fit,anything,1,0,69.0,f,no
25127,35,fit,anything,2,1,70.0,m,yes
25128,59,fit,anything,1,0,69.0,m,no
25129,27,larger,anything,1,1,62.0,f,no
25130,26,fit,anything,1,1,69.0,m,no
25131,19,average,anything,0,0,75.0,m,no
25132,21,fit,anything,1,1,65.0,f,no
25133,35,fit,anything,1,0,68.0,f,no
25134,60,average,vegetarian,1,0,69.0,f,no
25135,20,average,anything,1,0,70.0,m,no
25136,34,fit,anything,1,0,64.0,f,no
25137,42,fit,anything,1,0,68.0,f,no
25138,44,fit,anything,1,0,72.0,m,no
25139,26,average,anything,1,0,63.0,f,no
25140,21,average,anything,1,0,63.0,f,no
25141,38,fit,anything,1,0,75.0,m,no
25142,44,fit,anything,1,0,68.0,f,no
25143,37,fit,anything,1,0,70.0,m,yes
25144,20,average,anything,1,1,68.0,m,no
25145,30,fit,anything,1,0,70.0,m,no
25146,29,average,anything,1,0,60.0,f,no
25147,35,fit,anything,1,1,68.0,f,no
25148,33,larger,vegetarian,1,0,61.0,f,no
25149,42,larger,anything,1,0,68.0,f,no
25150,21,average,vegan,1,0,61.0,f,yes
25151,32,fit,anything,2,1,73.0,m,yes
25152,35,average,anything,1,0,73.0,m,no
25153,42,fit,anything,1,0,67.0,m,no
25154,30,unknown,vegetarian,1,0,65.0,f,yes
25155,28,fit,other,1,0,66.0,f,no
25156,27,fit,anything,1,0,68.0,m,no
25157,56,fit,other,0,0,59.0,f,no
25158,27,unknown,anything,1,0,70.0,m,yes
25159,23,larger,other,1,1,67.0,m,no
25160,19,average,anything,2,1,75.0,m,yes
25161,23,fit,anything,1,0,75.0,m,yes
25162,29,fit,anything,1,0,67.0,m,yes
25163,30,average,anything,1,1,73.0,m,no
25164,23,average,anything,1,0,73.0,m,yes
25165,22,fit,anything,1,0,62.0,f,no
25166,32,larger,anything,1,0,70.0,f,no
25167,23,average,anything,1,0,74.0,m,no
25168,19,fit,anything,1,0,64.0,m,no
25169,20,average,anything,0,0,66.0,m,yes
25170,28,average,anything,1,0,65.0,m,no
25171,48,fit,anything,1,0,64.0,f,no
25172,29,fit,anything,1,0,62.0,f,no
25173,28,larger,anything,1,1,74.0,m,no
25174,42,unknown,anything,1,0,72.0,m,no
25175,25,fit,anything,1,0,66.0,m,no
25176,46,fit,anything,1,0,67.0,m,no
25177,24,fit,anything,1,0,65.0,f,no
25178,32,fit,anything,1,0,66.0,m,yes
25179,35,fit,anything,1,0,64.0,f,no
25180,31,larger,anything,1,0,63.0,f,no
25181,29,unknown,anything,1,0,70.0,f,yes
25182,26,average,anything,2,0,64.0,f,no
25183,41,fit,anything,0,0,70.0,m,no
25184,25,fit,anything,1,0,72.0,m,no
25185,37,fit,anything,2,1,71.0,m,no
25186,25,average,vegetarian,1,0,69.0,m,yes
25187,23,fit,anything,1,0,66.0,m,no
25188,30,larger,anything,2,0,73.0,m,yes
25189,31,average,vegetarian,2,0,66.0,f,no
25190,22,larger,anything,1,0,68.0,f,yes
25191,31,fit,anything,0,0,70.0,m,no
25192,47,fit,anything,1,0,67.0,f,no
25193,27,average,anything,1,0,74.0,m,no
25194,31,fit,anything,1,0,62.0,f,no
25195,56,fit,anything,1,0,64.0,f,no
25196,23,fit,anything,1,0,68.0,f,no
25197,30,larger,anything,1,1,62.0,f,yes
25198,33,average,anything,1,0,72.0,m,no
25199,51,average,anything,1,1,62.0,f,no
25200,44,average,anything,1,0,64.0,f,no
25201,34,fit,other,1,0,64.0,f,no
25202,41,fit,anything,1,0,71.0,f,no
25203,39,fit,anything,1,0,65.0,f,no
25204,25,fit,anything,1,0,69.0,f,yes
25205,40,fit,anything,1,0,72.0,f,no
25206,40,average,anything,1,0,63.0,f,no
25207,59,average,anything,1,0,63.0,f,no
25208,35,average,anything,1,0,65.0,f,no
25209,37,fit,anything,1,0,68.0,f,no
25210,47,average,anything,1,0,68.0,f,no
25211,28,average,anything,1,0,68.0,f,yes
25212,56,larger,anything,1,0,60.0,f,no
25213,33,average,anything,2,0,61.0,f,yes
25214,29,average,vegetarian,1,0,64.0,f,no
25215,38,larger,anything,1,0,67.0,f,no
25216,51,unknown,anything,1,0,65.0,f,no
25217,36,average,anything,1,0,60.0,f,no
25218,34,fit,anything,1,0,71.0,m,no
25219,21,larger,vegetarian,0,0,62.0,f,no
25220,27,fit,anything,1,1,78.0,m,no
25221,28,unknown,anything,1,1,67.0,m,no
25222,52,average,vegetarian,1,1,73.0,m,no
25223,42,average,vegetarian,1,0,61.0,f,no
25224,28,average,anything,2,0,74.0,m,no
25225,66,fit,anything,1,0,73.0,m,no
25226,30,fit,anything,1,0,68.0,m,no
25227,27,average,vegan,2,1,71.0,m,no
25228,23,larger,anything,2,1,70.0,f,no
25229,53,average,anything,1,0,66.0,f,no
25230,26,average,anything,1,0,63.0,f,no
25231,40,unknown,anything,1,0,67.0,f,no
25232,30,unknown,anything,2,1,68.0,f,yes
25233,59,average,anything,0,0,63.0,f,no
25234,41,larger,anything,1,0,66.0,f,no
25235,30,unknown,anything,2,1,70.0,m,no
25236,25,average,anything,1,0,65.0,m,no
25237,20,average,anything,1,1,66.0,f,yes
25238,35,average,anything,0,0,60.0,f,no
25239,34,average,anything,1,1,65.0,f,no
25240,25,average,anything,1,0,67.0,f,no
25241,33,unknown,anything,1,0,64.0,m,yes
25242,38,unknown,anything,1,0,71.0,m,no
25243,45,unknown,anything,1,1,71.0,f,no
25244,32,unknown,anything,1,0,68.0,f,no
25245,34,average,anything,1,1,61.0,f,no
25246,57,average,anything,1,0,69.0,f,no
25247,30,fit,anything,1,0,62.0,f,no
25248,39,larger,anything,1,0,60.0,f,no
25249,58,fit,anything,1,0,67.0,f,no
25250,58,fit,other,1,0,61.0,f,no
25251,54,fit,anything,1,0,64.0,f,no
25252,62,average,anything,0,0,68.0,f,no
25253,23,fit,vegetarian,1,1,62.0,f,yes
25254,43,average,anything,1,0,66.0,f,no
25255,47,average,anything,1,0,64.0,f,no
25256,25,average,anything,1,0,67.0,f,no
25257,48,larger,vegetarian,0,0,74.0,f,no
25258,34,fit,anything,1,1,66.0,f,no
25259,56,larger,anything,1,0,66.0,f,no
25260,34,average,anything,2,0,64.0,f,no
25261,29,average,anything,1,0,77.0,m,no
25262,44,fit,anything,1,1,66.0,f,no
25263,27,fit,anything,1,0,65.0,f,no
25264,19,fit,anything,0,0,70.0,m,no
25265,36,average,anything,1,0,74.0,m,no
25266,41,fit,anything,1,0,63.0,f,no
25267,55,average,anything,1,1,71.0,m,no
25268,54,average,anything,1,0,63.0,f,no
25269,29,unknown,vegetarian,1,0,62.0,f,no
25270,27,average,vegetarian,0,0,61.0,f,no
25271,28,average,vegetarian,1,0,64.0,f,no
25272,27,fit,anything,2,0,72.0,m,no
25273,26,average,anything,1,0,69.0,m,no
25274,36,fit,anything,2,0,74.0,m,no
25275,28,fit,anything,1,0,72.0,m,no
25276,25,fit,anything,1,0,67.0,f,no
25277,30,fit,anything,1,0,66.0,m,no
25278,27,fit,anything,1,0,68.0,m,no
25279,28,fit,anything,1,0,69.0,m,no
25280,37,fit,anything,1,0,74.0,m,no
25281,30,fit,anything,1,0,70.0,m,no
25282,26,fit,anything,1,0,73.0,m,no
25283,33,fit,anything,1,0,70.0,m,no
25284,21,fit,anything,1,0,73.0,m,no
25285,32,fit,anything,1,0,74.0,m,no
25286,27,fit,anything,1,0,66.0,m,no
25287,30,fit,anything,1,0,73.0,m,no
25288,32,fit,anything,1,0,68.0,m,no
25289,58,fit,anything,1,0,70.0,m,no
25290,26,average,anything,1,0,67.0,f,no
25291,46,fit,anything,1,0,65.0,f,no
25292,24,fit,anything,1,1,70.0,m,no
25293,29,fit,anything,1,0,75.0,m,no
25294,34,average,anything,1,0,65.0,f,no
25295,33,fit,anything,2,0,68.0,m,no
25296,28,fit,anything,1,0,73.0,m,no
25297,48,fit,anything,2,0,66.0,m,no
25298,51,larger,anything,1,0,67.0,f,no
25299,37,fit,vegetarian,1,0,62.0,f,no
25300,39,fit,anything,1,0,66.0,m,yes
25301,28,fit,anything,2,0,72.0,m,no
25302,27,fit,anything,1,1,67.0,m,no
25303,38,fit,anything,1,0,70.0,m,no
25304,49,fit,anything,1,0,70.0,m,no
25305,28,fit,anything,1,0,64.0,f,no
25306,46,fit,vegetarian,1,0,72.0,m,no
25307,48,fit,anything,1,0,63.0,m,no
25308,28,fit,vegetarian,1,0,66.0,f,no
25309,27,average,anything,1,0,73.0,m,no
25310,34,unknown,anything,1,1,66.0,m,no
25311,36,fit,anything,1,0,72.0,m,no
25312,28,average,anything,1,1,64.0,m,no
25313,49,average,vegetarian,1,0,67.0,f,no
25314,31,fit,anything,1,0,71.0,f,no
25315,35,fit,vegetarian,1,0,72.0,m,no
25316,28,average,anything,1,0,65.0,m,no
25317,28,average,anything,1,0,67.0,f,no
25318,25,average,anything,1,0,70.0,m,no
25319,24,larger,anything,2,0,68.0,m,no
25320,27,average,anything,1,2,67.0,f,yes
25321,27,unknown,anything,2,1,65.0,f,no
25322,31,fit,anything,1,0,66.0,f,no
25323,36,average,anything,0,0,74.0,m,no
25324,109,fit,other,1,0,84.0,m,yes
25325,24,fit,anything,1,0,70.0,m,no
25326,26,average,anything,1,0,71.0,m,no
25327,32,average,anything,1,0,63.0,f,no
25328,32,average,anything,1,1,72.0,m,yes
25329,34,fit,anything,1,0,70.0,m,no
25330,35,fit,anything,1,0,69.0,m,no
25331,26,unknown,anything,1,0,63.0,f,no
25332,27,fit,anything,1,0,69.0,m,no
25333,23,fit,anything,1,0,70.0,m,no
25334,30,larger,vegetarian,1,1,76.0,m,no
25335,37,average,anything,1,1,65.0,f,no
25336,35,fit,vegetarian,1,0,70.0,m,no
25337,24,average,anything,1,0,71.0,m,no
25338,37,larger,anything,1,0,65.0,f,no
25339,20,fit,anything,1,0,68.0,m,no
25340,34,unknown,anything,1,0,67.0,f,no
25341,30,fit,vegan,2,1,68.0,f,yes
25342,36,average,anything,1,1,64.0,f,no
25343,29,larger,anything,2,0,71.0,m,no
25344,21,average,anything,1,0,64.0,f,no
25345,59,fit,anything,0,0,63.0,f,no
25346,36,fit,vegetarian,1,0,68.0,f,no
25347,28,unknown,anything,1,1,69.0,m,no
25348,20,fit,anything,1,0,68.0,m,no
25349,35,fit,anything,1,0,71.0,m,no
25350,29,average,anything,0,0,68.0,m,no
25351,36,fit,anything,1,2,69.0,m,no
25352,26,fit,anything,1,0,66.0,m,no
25353,44,average,anything,0,2,69.0,m,no
25354,35,unknown,anything,0,0,70.0,f,no
25355,22,unknown,anything,1,0,66.0,m,no
25356,31,fit,anything,0,0,69.0,m,no
25357,25,fit,anything,2,1,72.0,m,yes
25358,30,unknown,anything,1,0,69.0,m,no
25359,19,average,anything,0,0,63.0,f,no
25360,30,fit,anything,1,0,69.0,m,no
25361,30,average,anything,1,0,71.0,m,no
25362,32,fit,vegetarian,1,0,69.0,m,no
25363,39,larger,anything,1,0,69.0,m,yes
25364,24,fit,anything,2,0,72.0,m,yes
25365,33,fit,anything,1,0,70.0,m,no
25366,35,fit,anything,1,0,61.0,m,no
25367,31,fit,anything,1,0,69.0,m,no
25368,29,fit,anything,1,0,72.0,m,no
25369,32,fit,anything,1,0,68.0,m,no
